id,text,tokens,ner_tags,entities,source_type
train-00404,The travel company published the route before the deadline.,"[""The"", ""travel"", ""company"", ""published"", ""the"", ""route"", ""before"", ""the"", ""deadline"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00405,The climbing club checked the validation result after the presentation.,"[""The"", ""climbing"", ""club"", ""checked"", ""the"", ""validation"", ""result"", ""after"", ""the"", ""presentation"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00406,The rescue team returned safely from Alpamayo.,"[""The"", ""rescue"", ""team"", ""returned"", ""safely"", ""from"", ""Alpamayo"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 37, ""end"": 45, ""label"": ""MOUNTAIN"", ""text"": ""Alpamayo""}]",synthetic_positive_single
train-00407,Several routes lead toward the summit of Mount Aso.,"[""Several"", ""routes"", ""lead"", ""toward"", ""the"", ""summit"", ""of"", ""Mount"", ""Aso"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 41, ""end"": 50, ""label"": ""MOUNTAIN"", ""text"": ""Mount Aso""}]",synthetic_positive_single
train-00408,The rescue team returned safely from Mount Hicks.,"[""The"", ""rescue"", ""team"", ""returned"", ""safely"", ""from"", ""Mount"", ""Hicks"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 37, ""end"": 48, ""label"": ""MOUNTAIN"", ""text"": ""Mount Hicks""}]",synthetic_positive_single
train-00409,The expedition leader rejected the route in the laboratory.,"[""The"", ""expedition"", ""leader"", ""rejected"", ""the"", ""route"", ""in"", ""the"", ""laboratory"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00410,"She has photographed Mount Vancouver, Muztagh Ata, and several nearby peaks.","[""She"", ""has"", ""photographed"", ""Mount"", ""Vancouver"", "","", ""Muztagh"", ""Ata"", "","", ""and"", ""several"", ""nearby"", ""peaks"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 36, ""label"": ""MOUNTAIN"", ""text"": ""Mount Vancouver""}, {""start"": 38, ""end"": 49, ""label"": ""MOUNTAIN"", ""text"": ""Muztagh Ata""}]",synthetic_positive_multi
train-00411,The map labels both Mount Hicks and Mount Ngauruhoe.,"[""The"", ""map"", ""labels"", ""both"", ""Mount"", ""Hicks"", ""and"", ""Mount"", ""Ngauruhoe"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 20, ""end"": 31, ""label"": ""MOUNTAIN"", ""text"": ""Mount Hicks""}, {""start"": 36, ""end"": 51, ""label"": ""MOUNTAIN"", ""text"": ""Mount Ngauruhoe""}]",synthetic_positive_multi
train-00412,Our map marks Grand Teton with a red triangle.,"[""Our"", ""map"", ""marks"", ""Grand"", ""Teton"", ""with"", ""a"", ""red"", ""triangle"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 14, ""end"": 25, ""label"": ""MOUNTAIN"", ""text"": ""Grand Teton""}]",synthetic_positive_single
train-00413,"During the spring survey, scientists visited Mount Haidinger.","[""During"", ""the"", ""spring"", ""survey"", "","", ""scientists"", ""visited"", ""Mount"", ""Haidinger"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 45, ""end"": 60, ""label"": ""MOUNTAIN"", ""text"": ""Mount Haidinger""}]",synthetic_positive_single
train-00414,"Unlike Nanga Parbat, Mount Vancouver was hidden by clouds.","[""Unlike"", ""Nanga"", ""Parbat"", "","", ""Mount"", ""Vancouver"", ""was"", ""hidden"", ""by"", ""clouds"", "".""]","[""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 7, ""end"": 19, ""label"": ""MOUNTAIN"", ""text"": ""Nanga Parbat""}, {""start"": 21, ""end"": 36, ""label"": ""MOUNTAIN"", ""text"": ""Mount Vancouver""}]",synthetic_positive_multi
train-00415,The university department translated the schedule after the presentation.,"[""The"", ""university"", ""department"", ""translated"", ""the"", ""schedule"", ""after"", ""the"", ""presentation"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00416,The university department shared the sales peak at the airport.,"[""The"", ""university"", ""department"", ""shared"", ""the"", ""sales"", ""peak"", ""at"", ""the"", ""airport"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00417,"Despite the forecast, the climbers continued toward Grand Teton.","[""Despite"", ""the"", ""forecast"", "","", ""the"", ""climbers"", ""continued"", ""toward"", ""Grand"", ""Teton"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 52, ""end"": 63, ""label"": ""MOUNTAIN"", ""text"": ""Grand Teton""}]",synthetic_positive_single
train-00418,"By late afternoon, shadows had covered the slopes of Mount Jefferson.","[""By"", ""late"", ""afternoon"", "","", ""shadows"", ""had"", ""covered"", ""the"", ""slopes"", ""of"", ""Mount"", ""Jefferson"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 53, ""end"": 68, ""label"": ""MOUNTAIN"", ""text"": ""Mount Jefferson""}]",synthetic_positive_single
train-00419,Photos of Mount Lucania were displayed in the museum.,"[""Photos"", ""of"", ""Mount"", ""Lucania"", ""were"", ""displayed"", ""in"", ""the"", ""museum"", "".""]","[""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 10, ""end"": 23, ""label"": ""MOUNTAIN"", ""text"": ""Mount Lucania""}]",synthetic_positive_single
train-00420,The research team shared the budget after the presentation.,"[""The"", ""research"", ""team"", ""shared"", ""the"", ""budget"", ""after"", ""the"", ""presentation"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00421,A documentary crew filmed near Muztagh Ata.,"[""A"", ""documentary"", ""crew"", ""filmed"", ""near"", ""Muztagh"", ""Ata"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 31, ""end"": 42, ""label"": ""MOUNTAIN"", ""text"": ""Muztagh Ata""}]",synthetic_positive_single
train-00422,The climbing club archived the budget in the laboratory.,"[""The"", ""climbing"", ""club"", ""archived"", ""the"", ""budget"", ""in"", ""the"", ""laboratory"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00423,The research team compared the dataset at the office.,"[""The"", ""research"", ""team"", ""compared"", ""the"", ""dataset"", ""at"", ""the"", ""office"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00424,Our map marks Mount Bona with a red triangle.,"[""Our"", ""map"", ""marks"", ""Mount"", ""Bona"", ""with"", ""a"", ""red"", ""triangle"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 14, ""end"": 24, ""label"": ""MOUNTAIN"", ""text"": ""Mount Bona""}]",synthetic_positive_single
train-00425,"She has photographed Mount Ararat, Mount Saint Elias, and several nearby peaks.","[""She"", ""has"", ""photographed"", ""Mount"", ""Ararat"", "","", ""Mount"", ""Saint"", ""Elias"", "","", ""and"", ""several"", ""nearby"", ""peaks"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 33, ""label"": ""MOUNTAIN"", ""text"": ""Mount Ararat""}, {""start"": 35, ""end"": 52, ""label"": ""MOUNTAIN"", ""text"": ""Mount Saint Elias""}]",synthetic_positive_multi
train-00426,The museum curator updated the hotel booking during the conference.,"[""The"", ""museum"", ""curator"", ""updated"", ""the"", ""hotel"", ""booking"", ""during"", ""the"", ""conference"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00427,The base camp below Alpamayo was moved to safer ground.,"[""The"", ""base"", ""camp"", ""below"", ""Alpamayo"", ""was"", ""moved"", ""to"", ""safer"", ""ground"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 20, ""end"": 28, ""label"": ""MOUNTAIN"", ""text"": ""Alpamayo""}]",synthetic_positive_single
train-00428,The climbing club checked the algorithm before lunch.,"[""The"", ""climbing"", ""club"", ""checked"", ""the"", ""algorithm"", ""before"", ""lunch"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00429,Our map marks Mount Kosciuszko with a red triangle.,"[""Our"", ""map"", ""marks"", ""Mount"", ""Kosciuszko"", ""with"", ""a"", ""red"", ""triangle"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 14, ""end"": 30, ""label"": ""MOUNTAIN"", ""text"": ""Mount Kosciuszko""}]",synthetic_positive_single
train-00430,"For safety reasons, access to Puncak Jaya was temporarily restricted.","[""For"", ""safety"", ""reasons"", "","", ""access"", ""to"", ""Puncak"", ""Jaya"", ""was"", ""temporarily"", ""restricted"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 30, ""end"": 41, ""label"": ""MOUNTAIN"", ""text"": ""Puncak Jaya""}]",synthetic_positive_single
train-00431,"Yesterday, Broad Peak was barely visible through the mist.","[""Yesterday"", "","", ""Broad"", ""Peak"", ""was"", ""barely"", ""visible"", ""through"", ""the"", ""mist"", "".""]","[""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 11, ""end"": 21, ""label"": ""MOUNTAIN"", ""text"": ""Broad Peak""}]",synthetic_positive_single
train-00432,"For safety reasons, access to Pikes Peak was temporarily restricted.","[""For"", ""safety"", ""reasons"", "","", ""access"", ""to"", ""Pikes"", ""Peak"", ""was"", ""temporarily"", ""restricted"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 30, ""end"": 40, ""label"": ""MOUNTAIN"", ""text"": ""Pikes Peak""}]",synthetic_positive_single
train-00433,The travel company reviewed the training notebook before the deadline.,"[""The"", ""travel"", ""company"", ""reviewed"", ""the"", ""training"", ""notebook"", ""before"", ""the"", ""deadline"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00434,Our route passes near Mount Hubbard before turning toward Mount Columbia.,"[""Our"", ""route"", ""passes"", ""near"", ""Mount"", ""Hubbard"", ""before"", ""turning"", ""toward"", ""Mount"", ""Columbia"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 22, ""end"": 35, ""label"": ""MOUNTAIN"", ""text"": ""Mount Hubbard""}, {""start"": 58, ""end"": 72, ""label"": ""MOUNTAIN"", ""text"": ""Mount Columbia""}]",synthetic_positive_multi
train-00435,The tourist group updated the forest trail before lunch.,"[""The"", ""tourist"", ""group"", ""updated"", ""the"", ""forest"", ""trail"", ""before"", ""lunch"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00436,The weather service shared the validation result before the deadline.,"[""The"", ""weather"", ""service"", ""shared"", ""the"", ""validation"", ""result"", ""before"", ""the"", ""deadline"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00437,The photograph shows Puncak Jaya at sunrise.,"[""The"", ""photograph"", ""shows"", ""Puncak"", ""Jaya"", ""at"", ""sunrise"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 32, ""label"": ""MOUNTAIN"", ""text"": ""Puncak Jaya""}]",synthetic_positive_single
train-00438,Our route passes near Mount Ngauruhoe before turning toward Lhotse.,"[""Our"", ""route"", ""passes"", ""near"", ""Mount"", ""Ngauruhoe"", ""before"", ""turning"", ""toward"", ""Lhotse"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 22, ""end"": 37, ""label"": ""MOUNTAIN"", ""text"": ""Mount Ngauruhoe""}, {""start"": 60, ""end"": 66, ""label"": ""MOUNTAIN"", ""text"": ""Lhotse""}]",synthetic_positive_multi
train-00439,The tourist group shared the ridge map during the meeting.,"[""The"", ""tourist"", ""group"", ""shared"", ""the"", ""ridge"", ""map"", ""during"", ""the"", ""meeting"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00440,"Yesterday, Mount Rinjani was barely visible through the mist.","[""Yesterday"", "","", ""Mount"", ""Rinjani"", ""was"", ""barely"", ""visible"", ""through"", ""the"", ""mist"", "".""]","[""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 11, ""end"": 24, ""label"": ""MOUNTAIN"", ""text"": ""Mount Rinjani""}]",synthetic_positive_single
train-00441,Weather stations near Denali and Mount Fuji recorded strong winds.,"[""Weather"", ""stations"", ""near"", ""Denali"", ""and"", ""Mount"", ""Fuji"", ""recorded"", ""strong"", ""winds"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 22, ""end"": 28, ""label"": ""MOUNTAIN"", ""text"": ""Denali""}, {""start"": 33, ""end"": 43, ""label"": ""MOUNTAIN"", ""text"": ""Mount Fuji""}]",synthetic_positive_multi
train-00442,Heavy clouds covered Gasherbrum I throughout the morning.,"[""Heavy"", ""clouds"", ""covered"", ""Gasherbrum"", ""I"", ""throughout"", ""the"", ""morning"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 33, ""label"": ""MOUNTAIN"", ""text"": ""Gasherbrum I""}]",synthetic_positive_single
train-00443,The lecture included a case study about Mount Tate.,"[""The"", ""lecture"", ""included"", ""a"", ""case"", ""study"", ""about"", ""Mount"", ""Tate"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 40, ""end"": 50, ""label"": ""MOUNTAIN"", ""text"": ""Mount Tate""}]",synthetic_positive_single
train-00444,"In the final chapter, the author describes an ascent of Huascaran.","[""In"", ""the"", ""final"", ""chapter"", "","", ""the"", ""author"", ""describes"", ""an"", ""ascent"", ""of"", ""Huascaran"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 56, ""end"": 65, ""label"": ""MOUNTAIN"", ""text"": ""Huascaran""}]",synthetic_positive_single
train-00445,The travel company reviewed the budget at the airport.,"[""The"", ""travel"", ""company"", ""reviewed"", ""the"", ""budget"", ""at"", ""the"", ""airport"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00446,The weather changed quickly as they approached Mount Wilhelm.,"[""The"", ""weather"", ""changed"", ""quickly"", ""as"", ""they"", ""approached"", ""Mount"", ""Wilhelm"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 47, ""end"": 60, ""label"": ""MOUNTAIN"", ""text"": ""Mount Wilhelm""}]",synthetic_positive_single
train-00447,Our map marks Haleakala with a red triangle.,"[""Our"", ""map"", ""marks"", ""Haleakala"", ""with"", ""a"", ""red"", ""triangle"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 14, ""end"": 23, ""label"": ""MOUNTAIN"", ""text"": ""Haleakala""}]",synthetic_positive_single
train-00448,The expedition leader rejected the forest trail at the office.,"[""The"", ""expedition"", ""leader"", ""rejected"", ""the"", ""forest"", ""trail"", ""at"", ""the"", ""office"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00449,The rescue unit shared the budget in the final report.,"[""The"", ""rescue"", ""unit"", ""shared"", ""the"", ""budget"", ""in"", ""the"", ""final"", ""report"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00450,The weather changed quickly as they approached Mount Olympus.,"[""The"", ""weather"", ""changed"", ""quickly"", ""as"", ""they"", ""approached"", ""Mount"", ""Olympus"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 47, ""end"": 60, ""label"": ""MOUNTAIN"", ""text"": ""Mount Olympus""}]",synthetic_positive_single
train-00451,"According to the itinerary, Kangchenjunga is the main destination.","[""According"", ""to"", ""the"", ""itinerary"", "","", ""Kangchenjunga"", ""is"", ""the"", ""main"", ""destination"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 28, ""end"": 41, ""label"": ""MOUNTAIN"", ""text"": ""Kangchenjunga""}]",synthetic_positive_single
train-00452,The research team checked the aircraft at the office.,"[""The"", ""research"", ""team"", ""checked"", ""the"", ""aircraft"", ""at"", ""the"", ""office"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00453,The base camp below Broad Peak was moved to safer ground.,"[""The"", ""base"", ""camp"", ""below"", ""Broad"", ""Peak"", ""was"", ""moved"", ""to"", ""safer"", ""ground"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 20, ""end"": 30, ""label"": ""MOUNTAIN"", ""text"": ""Broad Peak""}]",synthetic_positive_single
train-00454,The travel company translated the hotel booking before lunch.,"[""The"", ""travel"", ""company"", ""translated"", ""the"", ""hotel"", ""booking"", ""before"", ""lunch"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00455,The northern face of Aoraki Mount Cook looked almost vertical.,"[""The"", ""northern"", ""face"", ""of"", ""Aoraki"", ""Mount"", ""Cook"", ""looked"", ""almost"", ""vertical"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 38, ""label"": ""MOUNTAIN"", ""text"": ""Aoraki Mount Cook""}]",synthetic_positive_single
train-00456,A small village lies below Mount Alverstone.,"[""A"", ""small"", ""village"", ""lies"", ""below"", ""Mount"", ""Alverstone"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 27, ""end"": 43, ""label"": ""MOUNTAIN"", ""text"": ""Mount Alverstone""}]",synthetic_positive_single
train-00457,"She has photographed Pikes Peak, Dhaulagiri, and several nearby peaks.","[""She"", ""has"", ""photographed"", ""Pikes"", ""Peak"", "","", ""Dhaulagiri"", "","", ""and"", ""several"", ""nearby"", ""peaks"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 31, ""label"": ""MOUNTAIN"", ""text"": ""Pikes Peak""}, {""start"": 33, ""end"": 43, ""label"": ""MOUNTAIN"", ""text"": ""Dhaulagiri""}]",synthetic_positive_multi
train-00458,Mount Adams and Hoverla were both visible from the aircraft.,"[""Mount"", ""Adams"", ""and"", ""Hoverla"", ""were"", ""both"", ""visible"", ""from"", ""the"", ""aircraft"", "".""]","[""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 0, ""end"": 11, ""label"": ""MOUNTAIN"", ""text"": ""Mount Adams""}, {""start"": 16, ""end"": 23, ""label"": ""MOUNTAIN"", ""text"": ""Hoverla""}]",synthetic_positive_multi
train-00459,The climbing club updated the training notebook in the laboratory.,"[""The"", ""climbing"", ""club"", ""updated"", ""the"", ""training"", ""notebook"", ""in"", ""the"", ""laboratory"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00460,A helicopter circled above Mount Taranaki during the rescue.,"[""A"", ""helicopter"", ""circled"", ""above"", ""Mount"", ""Taranaki"", ""during"", ""the"", ""rescue"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 27, ""end"": 41, ""label"": ""MOUNTAIN"", ""text"": ""Mount Taranaki""}]",synthetic_positive_single
train-00461,Weather stations near Aconcagua and Mount Fairweather recorded strong winds.,"[""Weather"", ""stations"", ""near"", ""Aconcagua"", ""and"", ""Mount"", ""Fairweather"", ""recorded"", ""strong"", ""winds"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 22, ""end"": 31, ""label"": ""MOUNTAIN"", ""text"": ""Aconcagua""}, {""start"": 36, ""end"": 53, ""label"": ""MOUNTAIN"", ""text"": ""Mount Fairweather""}]",synthetic_positive_multi
train-00462,The northern face of Mount Mitchell looked almost vertical.,"[""The"", ""northern"", ""face"", ""of"", ""Mount"", ""Mitchell"", ""looked"", ""almost"", ""vertical"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 35, ""label"": ""MOUNTAIN"", ""text"": ""Mount Mitchell""}]",synthetic_positive_single
train-00463,The map labels both Annapurna and Mount Haku.,"[""The"", ""map"", ""labels"", ""both"", ""Annapurna"", ""and"", ""Mount"", ""Haku"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 20, ""end"": 29, ""label"": ""MOUNTAIN"", ""text"": ""Annapurna""}, {""start"": 34, ""end"": 44, ""label"": ""MOUNTAIN"", ""text"": ""Mount Haku""}]",synthetic_positive_multi
train-00464,Researchers installed weather sensors on Mount Bromo.,"[""Researchers"", ""installed"", ""weather"", ""sensors"", ""on"", ""Mount"", ""Bromo"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 41, ""end"": 52, ""label"": ""MOUNTAIN"", ""text"": ""Mount Bromo""}]",synthetic_positive_single
train-00465,The film crew rejected the dataset during the conference.,"[""The"", ""film"", ""crew"", ""rejected"", ""the"", ""dataset"", ""during"", ""the"", ""conference"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00466,The weather service printed the summit plan after the presentation.,"[""The"", ""weather"", ""service"", ""printed"", ""the"", ""summit"", ""plan"", ""after"", ""the"", ""presentation"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00467,Images of Mount Cook were placed beside photographs of Mont Blanc.,"[""Images"", ""of"", ""Mount"", ""Cook"", ""were"", ""placed"", ""beside"", ""photographs"", ""of"", ""Mont"", ""Blanc"", "".""]","[""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 10, ""end"": 20, ""label"": ""MOUNTAIN"", ""text"": ""Mount Cook""}, {""start"": 55, ""end"": 65, ""label"": ""MOUNTAIN"", ""text"": ""Mont Blanc""}]",synthetic_positive_multi
train-00468,The base camp below Mount Kinabalu was moved to safer ground.,"[""The"", ""base"", ""camp"", ""below"", ""Mount"", ""Kinabalu"", ""was"", ""moved"", ""to"", ""safer"", ""ground"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 20, ""end"": 34, ""label"": ""MOUNTAIN"", ""text"": ""Mount Kinabalu""}]",synthetic_positive_single
train-00469,Wind speeds increased rapidly around Grand Teton.,"[""Wind"", ""speeds"", ""increased"", ""rapidly"", ""around"", ""Grand"", ""Teton"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 37, ""end"": 48, ""label"": ""MOUNTAIN"", ""text"": ""Grand Teton""}]",synthetic_positive_single
